id,name,icon,rarity,rarity_label,cost,tags,description,build_hints,flavor,craft_only,is_container
the_fool,Шут,🃏🤡,epic,Эпический,1,карта; крафт,В начале боя: +1 удача. +10 удачи. +25% урона на 4 сек.,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
shield_of_valor,Щит доблести,🛡️⭐,legendary,Легендарный,11,щит; броня; крафт; святой,"При блоке или уклонении (30% шанс): блокирует 14 урона, забирает 0.7 выносливости у врага. +2 защиты. +30% эффективности блока.",Универсальный / автономный,"Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",,
apple,Яблоко,🍎,common,Обычный,1,еда; лечение,Лечение 3 HP.,,"Запах домашний. Но дома давно нет — только эта комната и твой голод, который не утолняется.",,
poison_vial,Яд,☠️,common,Обычный,2,яд; расходник,Накладывает 1 яда.,,"Капля на металле расползается медленно — как пятно на стене, которое появляется каждую ночь.",,
pestilence_flask,Ядовитое зелье,🧪☠️,epic,Эпический,7,зелье; яд; расходник; крафт,Когда враг лечится: +1 яда ему. Накладывает 3 яда.,"Билд: яд · Крафт: Poison Dagger / Spear · Пары: Death Scythe, яд-питомцы","Яд здесь не зелёный. Он прозрачный, как вода из крана в пустом доме.",,
poison_spear,Ядовитое копьё,🔱☠️,legendary,Легендарный,13,оружие; яд; ближний; крафт,"При попадании: +3 яда, +2 себе, снять 6 блока.","Билд: яд / DoT · Крафт: Spear + Pestilence Flask · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
poison_goobert,Ядовитый губерт,🟢☠️,epic,Эпический,12,питомец; яд; крафт,После 5 активаций: +9 HP и +4 яда.,"Билд: яд / DoT, питомцы · Крафт: Goobert + 2× Fly Agaric · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Капля на металле расползается медленно — как пятно на стене, которое появляется каждую ночь.",да,
poison_dagger,Ядовитый кинжал,🗡️,common,Обычный,3,оружие; яд; ближний,При попадании: +2 яда. Дополнительная атака по оглушённому противнику. Удар 1–2 урона.,,"Клинок из ящика «острые предметы» в кабинете директора. Ржавчина на стали — не самая тёмная вещь, что с него стекает.",да,
eggscalibur,Яйце-экскалибур,🥚,legendary,Легендарный,0,оружие; ближний,Удар 14–22 урона.,,"Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
box_of_riches,Ящик богатства,📦,rare,Редкий,5,аксессуар; сокровище,В магазине даёт сколотый камень. В магазине чаще встречаются предметы: камни.,Билд: экономика / золото,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
box_of_prosperity,Ящик процветания,📦,epic,Эпический,5,сумка; сокровище,"Рюкзак 4 слота, внутри 2+ Уникальный/Божественный — сколотый камень за раунд",Билд: экономика / камни · Крафт: Box of Riches + Maneki-neko / Hammer,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",да,да
